timestamp,symbol,bid,ask,size
2025-01-06 09:32:48,AAPL,103.5952,103.6102,900
2025-01-06 09:32:49,AAPL,103.5708,103.5759,8802
2025-01-06 09:32:50,AAPL,103.5967,103.6103,4305
2025-01-06 09:32:51,AAPL,103.5962,103.6065,5048
2025-01-06 09:32:52,AAPL,103.5934,103.606,7107
2025-01-06 09:32:53,AAPL,103.6042,103.6127,1251
2025-01-06 09:32:54,AAPL,103.5753,103.5867,5177
2025-01-06 09:32:55,AAPL,103.592,103.6014,8725
2025-01-06 09:32:56,AAPL,103.5885,103.5953,2925
2025-01-06 09:32:57,AAPL,103.6074,103.6215,2260
2025-01-06 09:32:58,AAPL,103.603,103.6178,1320
2025-01-06 09:32:59,AAPL,103.6021,103.6144,353
2025-01-06 09:33:00,AAPL,103.5971,103.6072,5508
2025-01-06 09:33:01,AAPL,103.6243,103.6299,5315
2025-01-06 09:33:02,AAPL,103.6411,103.6496,9634
2025-01-06 09:33:03,AAPL,103.6301,103.6542,9122
2025-01-06 09:33:04,AAPL,103.6666,103.6738,4801
2025-01-06 09:33:05,AAPL,103.6644,103.6732,5205
2025-01-06 09:33:06,AAPL,103.667,103.6744,5650
2025-01-06 09:33:07,AAPL,103.6686,103.6783,1800
2025-01-06 09:33:08,AAPL,103.6535,103.6633,2099
2025-01-06 09:33:09,AAPL,103.6277,103.6389,4284
2025-01-06 09:33:10,AAPL,103.6104,103.6201,5436
2025-01-06 09:33:11,AAPL,103.5915,103.6057,928
2025-01-06 09:33:12,AAPL,103.5865,103.6015,976
2025-01-06 09:33:13,AAPL,103.5808,103.6007,8785
2025-01-06 09:33:14,AAPL,103.5663,103.5836,8717
2025-01-06 09:33:15,AAPL,103.5402,103.5525,1328
2025-01-06 09:33:16,AAPL,103.5435,103.5501,7792
2025-01-06 09:33:17,AAPL,103.5307,103.5456,1054
2025-01-06 09:33:18,AAPL,103.5266,103.5361,7267
2025-01-06 09:33:19,AAPL,103.5324,103.5442,4564
2025-01-06 09:33:20,AAPL,103.5261,103.5413,6623
2025-01-06 09:33:21,AAPL,103.5281,103.5466,7940
2025-01-06 09:33:22,AAPL,103.5084,103.5312,9743
2025-01-06 09:33:23,AAPL,103.4999,103.5065,4735
2025-01-06 09:33:24,AAPL,103.4793,103.4949,5206
2025-01-06 09:33:25,AAPL,103.4994,103.5097,5012
2025-01-06 09:33:26,AAPL,103.5165,103.5233,4044
2025-01-06 09:33:27,AAPL,103.5514,103.5581,6836
2025-01-06 09:33:28,AAPL,103.5511,103.5706,1099
2025-01-06 09:33:29,AAPL,103.5674,103.5766,4537
2025-01-06 09:33:30,AAPL,103.5739,103.5803,9136
2025-01-06 09:33:31,AAPL,103.5513,103.568,3295
2025-01-06 09:33:32,AAPL,103.5576,103.5646,2614
2025-01-06 09:33:33,AAPL,103.5478,103.5541,8291
2025-01-06 09:33:34,AAPL,103.5746,103.5902,633
2025-01-06 09:33:35,AAPL,103.553,103.5793,4152
2025-01-06 09:33:36,AAPL,103.5571,103.565,1962
2025-01-06 09:33:37,AAPL,103.5557,103.569,9308
2025-01-06 09:33:38,AAPL,103.5417,103.5574,322
2025-01-06 09:33:39,AAPL,103.5747,103.5837,2641
2025-01-06 09:33:40,AAPL,103.561,103.572,3801
2025-01-06 09:33:41,AAPL,103.5629,103.5686,6935
2025-01-06 09:33:42,AAPL,103.5578,103.5783,9427
2025-01-06 09:33:43,AAPL,103.5551,103.5676,2858
2025-01-06 09:33:44,AAPL,103.5701,103.5864,3872
2025-01-06 09:33:45,AAPL,103.5958,103.6047,840
2025-01-06 09:33:46,AAPL,103.5971,103.6092,8699
2025-01-06 09:33:47,AAPL,103.6164,103.6408,5032
2025-01-06 09:33:48,AAPL,103.6499,103.6579,668
2025-01-06 09:33:49,AAPL,103.6625,103.6862,5565
2025-01-06 09:33:50,AAPL,103.6884,103.694,1726
2025-01-06 09:33:51,AAPL,103.6676,103.6866,2773
2025-01-06 09:33:52,AAPL,103.6907,103.7049,4138
2025-01-06 09:33:53,AAPL,103.7027,103.7108,5884
2025-01-06 09:33:54,AAPL,103.699,103.7154,7704
2025-01-06 09:33:55,AAPL,103.6905,103.7061,7744
2025-01-06 09:33:56,AAPL,103.7034,103.7236,2374
2025-01-06 09:33:57,AAPL,103.7017,103.7163,2293
2025-01-06 09:33:58,AAPL,103.701,103.7075,7354
2025-01-06 09:33:59,AAPL,103.695,103.7061,9760
2025-01-06 09:34:00,AAPL,103.6801,103.6955,6296
2025-01-06 09:34:01,AAPL,103.6802,103.6925,647
2025-01-06 09:34:02,AAPL,103.6599,103.6757,2017
2025-01-06 09:34:03,AAPL,103.6753,103.6909,3848
2025-01-06 09:34:04,AAPL,103.6647,103.6732,9848
2025-01-06 09:34:05,AAPL,103.6613,103.6671,4355
2025-01-06 09:34:06,AAPL,103.6499,103.6604,6812
2025-01-06 09:34:07,AAPL,103.6594,103.6748,607
2025-01-06 09:34:08,AAPL,103.6553,103.6706,4923
2025-01-06 09:34:09,AAPL,103.6514,103.6634,306
2025-01-06 09:34:10,AAPL,103.6411,103.6643,5538
2025-01-06 09:34:11,AAPL,103.6402,103.6605,7443
2025-01-06 09:34:12,AAPL,103.6644,103.6786,8801
2025-01-06 09:34:13,AAPL,103.6621,103.6801,2982
2025-01-06 09:34:14,AAPL,103.6654,103.6779,522
2025-01-06 09:34:15,AAPL,103.6925,103.7188,6530
2025-01-06 09:34:16,AAPL,103.7142,103.7253,2048
2025-01-06 09:34:17,AAPL,103.7538,103.7675,919
2025-01-06 09:34:18,AAPL,103.737,103.7508,7266
2025-01-06 09:34:19,AAPL,103.776,103.7899,9501
2025-01-06 09:34:20,AAPL,103.7591,103.7791,3001
2025-01-06 09:34:21,AAPL,103.7497,103.7725,2017
2025-01-06 09:34:22,AAPL,103.7708,103.7797,6349
2025-01-06 09:34:23,AAPL,103.7686,103.7839,1022
2025-01-06 09:34:24,AAPL,103.7345,103.7451,4119
2025-01-06 09:34:25,AAPL,103.7496,103.7694,9085
2025-01-06 09:34:26,AAPL,103.7769,103.7897,5812
2025-01-06 09:34:27,AAPL,103.7382,103.7475,7984
2025-01-06 09:34:28,AAPL,103.764,103.7714,742
2025-01-06 09:34:29,AAPL,103.7583,103.7725,7625
2025-01-06 09:34:30,AAPL,103.7634,103.7743,343
2025-01-06 09:34:31,AAPL,103.7376,103.7562,7540
2025-01-06 09:34:32,AAPL,103.7128,103.7254,4555
2025-01-06 09:34:33,AAPL,103.7037,103.7228,5496
2025-01-06 09:34:34,AAPL,103.7672,103.777,3295
2025-01-06 09:34:35,AAPL,103.7867,103.8056,9858
2025-01-06 09:34:36,AAPL,103.7808,103.8003,1030
2025-01-06 09:34:37,AAPL,103.7566,103.7639,7791
2025-01-06 09:34:38,AAPL,103.7048,103.7114,9698
2025-01-06 09:34:39,AAPL,103.7192,103.7267,8956
2025-01-06 09:34:40,AAPL,103.7125,103.7299,3753
2025-01-06 09:34:41,AAPL,103.7229,103.7391,2985
2025-01-06 09:34:42,AAPL,103.7115,103.7228,5692
2025-01-06 09:34:43,AAPL,103.7313,103.745,5492
2025-01-06 09:34:44,AAPL,103.7477,103.7666,7064
2025-01-06 09:34:45,AAPL,103.7499,103.7577,2714
2025-01-06 09:34:46,AAPL,103.7305,103.741,2648
2025-01-06 09:34:47,AAPL,103.7041,103.7106,8938
2025-01-06 09:34:48,AAPL,103.6699,103.7024,6913
2025-01-06 09:34:49,AAPL,103.7253,103.7319,7704
2025-01-06 09:34:50,AAPL,103.7431,103.7501,2722
2025-01-06 09:34:51,AAPL,103.749,103.7626,5455
2025-01-06 09:34:52,AAPL,103.7687,103.7816,1443
2025-01-06 09:34:53,AAPL,103.7546,103.7753,9724
2025-01-06 09:34:54,AAPL,103.7715,103.7816,1538
2025-01-06 09:34:55,AAPL,103.727,103.7565,588
2025-01-06 09:34:56,AAPL,103.7711,103.7767,3536
2025-01-06 09:34:57,AAPL,103.7529,103.7663,6122
2025-01-06 09:34:58,AAPL,103.7557,103.7754,7244
2025-01-06 09:34:59,AAPL,103.7652,103.775,8645
2025-01-06 09:35:00,AAPL,103.7719,103.7777,9217
2025-01-06 09:35:01,AAPL,103.7717,103.7769,8243
2025-01-06 09:35:02,AAPL,103.7718,103.7861,402
2025-01-06 09:35:03,AAPL,103.7799,103.7962,5450
2025-01-06 09:35:04,AAPL,103.7653,103.7728,9812
2025-01-06 09:35:05,AAPL,103.7689,103.7921,5534
2025-01-06 09:35:06,AAPL,103.7654,103.7749,2333
2025-01-06 09:35:07,AAPL,103.7537,103.7721,4975
2025-01-06 09:35:08,AAPL,103.7658,103.7732,2106
2025-01-06 09:35:09,AAPL,103.7579,103.768,1889
2025-01-06 09:35:10,AAPL,103.7563,103.762,3999
2025-01-06 09:35:11,AAPL,103.7628,103.7773,973
2025-01-06 09:35:12,AAPL,103.7721,103.7776,2869
2025-01-06 09:35:13,AAPL,103.7344,103.7493,616
2025-01-06 09:35:14,AAPL,103.7465,103.7577,352
2025-01-06 09:35:15,AAPL,103.7656,103.7821,1603
2025-01-06 09:35:16,AAPL,103.7826,103.7955,5396
2025-01-06 09:35:17,AAPL,103.787,103.8105,635
2025-01-06 09:35:18,AAPL,103.7509,103.765,6448
2025-01-06 09:35:19,AAPL,103.7844,103.7974,8048
2025-01-06 09:35:20,AAPL,103.7691,103.7747,9398
2025-01-06 09:35:21,AAPL,103.7619,103.7721,4674
2025-01-06 09:35:22,AAPL,103.7296,103.7489,5900
2025-01-06 09:35:23,AAPL,103.7512,103.7672,5331
2025-01-06 09:35:24,AAPL,103.7706,103.7821,6118
2025-01-06 09:35:25,AAPL,103.7627,103.7727,2386
2025-01-06 09:35:26,AAPL,103.708,103.7135,2598
2025-01-06 09:35:27,AAPL,103.6677,103.6938,5031
2025-01-06 09:35:28,AAPL,103.7059,103.7159,5681
2025-01-06 09:35:29,AAPL,103.722,103.7284,4732
2025-01-06 09:35:30,AAPL,103.7381,103.7656,6454
2025-01-06 09:35:31,AAPL,103.7688,103.7782,555
2025-01-06 09:35:32,AAPL,103.7699,103.7851,3442
2025-01-06 09:35:33,AAPL,103.7849,103.8049,4940
2025-01-06 09:35:34,AAPL,103.7836,103.7966,4721
2025-01-06 09:35:35,AAPL,103.784,103.7954,3309
2025-01-06 09:35:36,AAPL,103.792,103.812,2487
2025-01-06 09:35:37,AAPL,103.7947,103.8014,3677
2025-01-06 09:35:38,AAPL,103.7835,103.7937,6894
2025-01-06 09:35:39,AAPL,103.7661,103.7735,7466
2025-01-06 09:35:40,AAPL,103.748,103.7633,2196
2025-01-06 09:35:41,AAPL,103.7607,103.7686,6113
2025-01-06 09:35:42,AAPL,103.7805,103.8037,8747
2025-01-06 09:35:43,AAPL,103.7995,103.8068,3346
2025-01-06 09:35:44,AAPL,103.7763,103.7883,6272
2025-01-06 09:35:45,AAPL,103.7436,103.7598,4530
2025-01-06 09:35:46,AAPL,103.7326,103.7551,7555
2025-01-06 09:35:47,AAPL,103.7235,103.7362,6044
2025-01-06 09:35:48,AAPL,103.7368,103.7491,8111
2025-01-06 09:35:49,AAPL,103.7465,103.7529,194
2025-01-06 09:35:50,AAPL,103.7722,103.7879,1323
2025-01-06 09:35:51,AAPL,103.7874,103.794,4142
2025-01-06 09:35:52,AAPL,103.7852,103.7938,7549
2025-01-06 09:35:53,AAPL,103.7846,103.8096,6216
2025-01-06 09:35:54,AAPL,103.8006,103.8244,6126
2025-01-06 09:35:55,AAPL,103.7707,103.7806,3746
2025-01-06 09:35:56,AAPL,103.7672,103.7868,8444
2025-01-06 09:35:57,AAPL,103.7482,103.7589,8199
2025-01-06 09:35:58,AAPL,103.7541,103.7607,1004
2025-01-06 09:35:59,AAPL,103.7564,103.7616,3745
2025-01-06 09:36:00,AAPL,103.7858,103.8013,5392
2025-01-06 09:36:01,AAPL,103.797,103.8219,178
2025-01-06 09:36:02,AAPL,103.7984,103.8089,5516
2025-01-06 09:36:03,AAPL,103.7737,103.784,4503
2025-01-06 09:36:04,AAPL,103.7645,103.7698,4310
2025-01-06 09:36:05,AAPL,103.7569,103.7682,5850
2025-01-06 09:36:06,AAPL,103.7738,103.7836,5775
2025-01-06 09:36:07,AAPL,103.7407,103.747,3452
2025-01-06 09:36:08,AAPL,103.7176,103.726,3532
2025-01-06 09:36:09,AAPL,103.7354,103.7468,6256
2025-01-06 09:36:10,AAPL,103.7378,103.7476,555
2025-01-06 09:36:11,AAPL,103.6993,103.7198,6618
2025-01-06 09:36:12,AAPL,103.7151,103.7238,2325
2025-01-06 09:36:13,AAPL,103.7194,103.7436,9572
2025-01-06 09:36:14,AAPL,103.729,103.7385,4093
2025-01-06 09:36:15,AAPL,103.747,103.7591,1811
2025-01-06 09:36:16,AAPL,103.7497,103.7583,7749
2025-01-06 09:36:17,AAPL,103.7542,103.7607,8464
2025-01-06 09:36:18,AAPL,103.7708,103.7919,8355
2025-01-06 09:36:19,AAPL,103.776,103.7849,1297
2025-01-06 09:36:20,AAPL,103.7981,103.819,3562
2025-01-06 09:36:21,AAPL,103.7915,103.7982,1417
2025-01-06 09:36:22,AAPL,103.8089,103.8308,5762
2025-01-06 09:36:23,AAPL,103.8261,103.836,8650
2025-01-06 09:36:24,AAPL,103.8429,103.8498,196
2025-01-06 09:36:25,AAPL,103.8393,103.8615,2181
2025-01-06 09:36:26,AAPL,103.849,103.8634,9530
2025-01-06 09:36:27,AAPL,103.861,103.8814,2359
2025-01-06 09:36:28,AAPL,103.8404,103.8455,9153
2025-01-06 09:36:29,AAPL,103.8222,103.8302,2162
2025-01-06 09:36:30,AAPL,103.8085,103.8147,3820
2025-01-06 09:36:31,AAPL,103.7765,103.782,1663
2025-01-06 09:36:32,AAPL,103.8106,103.8243,4213
2025-01-06 09:36:33,AAPL,103.786,103.8056,8088
2025-01-06 09:36:34,AAPL,103.7643,103.7869,1525
2025-01-06 09:36:35,AAPL,103.7793,103.7885,4639
2025-01-06 09:36:36,AAPL,103.8144,103.8255,4514
2025-01-06 09:36:37,AAPL,103.8683,103.8784,7202
2025-01-06 09:36:38,AAPL,103.8698,103.8755,2260
2025-01-06 09:36:39,AAPL,103.8732,103.8891,3296
2025-01-06 09:36:40,AAPL,103.8658,103.8818,6695
2025-01-06 09:36:41,AAPL,103.8665,103.8732,4848
2025-01-06 09:36:42,AAPL,103.8886,103.8956,403
2025-01-06 09:36:43,AAPL,103.8856,103.8945,6121
2025-01-06 09:36:44,AAPL,103.8438,103.8515,5964
2025-01-06 09:36:45,AAPL,103.852,103.8603,9218
2025-01-06 09:36:46,AAPL,103.8301,103.8427,5950
2025-01-06 09:36:47,AAPL,103.8419,103.8521,5157
2025-01-06 09:36:48,AAPL,103.7939,103.8082,1755
2025-01-06 09:36:49,AAPL,103.8008,103.8126,358
2025-01-06 09:36:50,AAPL,103.8191,103.8351,7508
2025-01-06 09:36:51,AAPL,103.8311,103.8417,7554
2025-01-06 09:36:52,AAPL,103.8704,103.8804,7343
2025-01-06 09:36:53,AAPL,103.8976,103.9042,7688
2025-01-06 09:36:54,AAPL,103.8907,103.8976,1365
2025-01-06 09:36:55,AAPL,103.9041,103.912,9197
2025-01-06 09:36:56,AAPL,103.8686,103.8833,1255
2025-01-06 09:36:57,AAPL,103.8644,103.8955,6835
2025-01-06 09:36:58,AAPL,103.877,103.8999,6123
2025-01-06 09:36:59,AAPL,103.9042,103.9106,3817
2025-01-06 09:37:00,AAPL,103.9142,103.9339,6681
2025-01-06 09:37:01,AAPL,103.9138,103.9215,5675
2025-01-06 09:37:02,AAPL,103.9172,103.9269,1254
2025-01-06 09:37:03,AAPL,103.9525,103.9608,4911
2025-01-06 09:37:04,AAPL,103.9518,103.9667,4220
2025-01-06 09:37:05,AAPL,103.9595,103.9711,8709
2025-01-06 09:37:06,AAPL,103.9607,103.9735,2862
2025-01-06 09:37:07,AAPL,103.9694,103.979,5210
2025-01-06 09:37:08,AAPL,104.0013,104.0083,5319
2025-01-06 09:37:09,AAPL,103.9877,104.0095,3145
2025-01-06 09:37:10,AAPL,103.9905,103.9998,7552
2025-01-06 09:37:11,AAPL,103.9404,103.9461,7973
2025-01-06 09:37:12,AAPL,103.9375,103.9495,8245
2025-01-06 09:37:13,AAPL,103.9499,103.9569,1138
2025-01-06 09:37:14,AAPL,103.9593,103.9645,1248
2025-01-06 09:37:15,AAPL,103.9446,103.9522,5784
2025-01-06 09:37:16,AAPL,103.9194,103.9292,7860
2025-01-06 09:37:17,AAPL,103.9143,103.9241,6502
2025-01-06 09:37:18,AAPL,103.9069,103.9204,5905
2025-01-06 09:37:19,AAPL,103.9058,103.9201,3509
2025-01-06 09:37:20,AAPL,103.8963,103.9041,624
2025-01-06 09:37:21,AAPL,103.892,103.9062,9048
2025-01-06 09:37:22,AAPL,103.8725,103.8807,1477
2025-01-06 09:37:23,AAPL,103.8794,103.8924,3192
2025-01-06 09:37:24,AAPL,103.8794,103.8874,6591
2025-01-06 09:37:25,AAPL,103.8756,103.8825,7803
2025-01-06 09:37:26,AAPL,103.8298,103.849,1389
2025-01-06 09:37:27,AAPL,103.8196,103.8269,215
2025-01-06 09:37:28,AAPL,103.814,103.8245,6710
2025-01-06 09:37:29,AAPL,103.8216,103.8367,2102
2025-01-06 09:37:30,AAPL,103.8423,103.8509,5800
2025-01-06 09:37:31,AAPL,103.849,103.8646,8220
2025-01-06 09:37:32,AAPL,103.8639,103.8997,5713
2025-01-06 09:37:33,AAPL,103.9068,103.9127,7014
